,BE,IT,FR,ES,PL,NL,DE
2024-11-01,132.65347543040525,123.40522951553811,123.37217777680719,123.67947351907434,150.58260604417146,132.27608951932956,129.51021310372445
2024-12-01,132.7234335290631,123.49887971888437,123.21750399341398,123.75046915216677,150.8975481741267,132.91008384879356,129.54015500572524
